id,content_type,parent_id,category_id,status,fi_checked,en_checked,options_checked,correct_answer_checked,explanation_checked,clues_checked,notes,reviewed_at,reviewed_by
Q027,bank_question,,passenger_safety,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q028,bank_question,,passenger_safety,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q029,bank_question,,passenger_safety,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q030,bank_question,,passenger_safety,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q031,bank_question,,passenger_safety,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q032,bank_question,,passenger_safety,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q033,bank_question,,passenger_safety,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q034,bank_question,,passenger_safety,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q035,bank_question,,passenger_safety,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q036,bank_question,,passenger_safety,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q037,bank_question,,passenger_safety,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q038,bank_question,,passenger_safety,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q039,bank_question,,passenger_safety,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q040,bank_question,,passenger_safety,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q041,bank_question,,passenger_safety,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q042,bank_question,,passenger_safety,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q043,bank_question,,passenger_safety,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q044,bank_question,,passenger_safety,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q045,bank_question,,passenger_safety,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q046,bank_question,,passenger_safety,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q047,bank_question,,passenger_safety,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q048,bank_question,,passenger_safety,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q049,bank_question,,passenger_safety,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q050,bank_question,,passenger_safety,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q051,bank_question,,passenger_safety,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q052,bank_question,,passenger_safety,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q053,bank_question,,passenger_safety,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q054,bank_question,,passenger_safety,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q055,bank_question,,passenger_safety,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q056,bank_question,,passenger_safety,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q057,bank_question,,passenger_safety,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q058,bank_question,,passenger_safety,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q059,bank_question,,passenger_safety,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q060,bank_question,,passenger_safety,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q061,bank_question,,passenger_safety,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q062,bank_question,,passenger_safety,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q063,bank_question,,passenger_safety,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q064,bank_question,,passenger_safety,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q065,bank_question,,passenger_safety,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q066,bank_question,,passenger_safety,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q067,bank_question,,passenger_safety,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q068,bank_question,,passenger_safety,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q069,bank_question,,passenger_safety,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q070,bank_question,,passenger_safety,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q071,bank_question,,passenger_safety,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q072,bank_question,,passenger_safety,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q073,bank_question,,passenger_safety,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q074,bank_question,,passenger_safety,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q075,bank_question,,passenger_safety,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q076,bank_question,,passenger_safety,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q077,bank_question,,passenger_safety,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q078,bank_question,,passenger_safety,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q079,bank_question,,passenger_safety,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q080,bank_question,,passenger_safety,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q081,bank_question,,passenger_safety,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q082,bank_question,,passenger_safety,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q083,bank_question,,passenger_safety,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q084,bank_question,,passenger_safety,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q085,bank_question,,passenger_safety,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q086,bank_question,,passenger_safety,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q087,bank_question,,passenger_safety,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q088,bank_question,,passenger_safety,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q089,bank_question,,passenger_safety,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q090,bank_question,,passenger_safety,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q091,bank_question,,passenger_safety,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q092,bank_question,,special_needs,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q093,bank_question,,special_needs,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q094,bank_question,,special_needs,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q095,bank_question,,special_needs,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q096,bank_question,,special_needs,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q097,bank_question,,special_needs,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q098,bank_question,,special_needs,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q099,bank_question,,special_needs,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q100,bank_question,,special_needs,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q101,bank_question,,special_needs,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q102,bank_question,,special_needs,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q103,bank_question,,special_needs,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q104,bank_question,,special_needs,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q105,bank_question,,special_needs,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q106,bank_question,,special_needs,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q107,bank_question,,special_needs,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q108,bank_question,,special_needs,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q109,bank_question,,special_needs,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q110,bank_question,,special_needs,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q111,bank_question,,special_needs,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q112,bank_question,,special_needs,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q113,bank_question,,special_needs,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q114,bank_question,,special_needs,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q115,bank_question,,special_needs,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q116,bank_question,,special_needs,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q117,bank_question,,special_needs,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q118,bank_question,,special_needs,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q119,bank_question,,special_needs,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q120,bank_question,,special_needs,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q121,bank_question,,special_needs,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q122,bank_question,,special_needs,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q123,bank_question,,special_needs,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q124,bank_question,,special_needs,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q125,bank_question,,special_needs,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q126,bank_question,,special_needs,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q127,bank_question,,special_needs,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q128,bank_question,,special_needs,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q129,bank_question,,special_needs,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q130,bank_question,,special_needs,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q131,bank_question,,special_needs,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q132,bank_question,,special_needs,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q133,bank_question,,special_needs,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q134,bank_question,,special_needs,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q135,bank_question,,special_needs,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q136,bank_question,,special_needs,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q137,bank_question,,special_needs,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q138,bank_question,,special_needs,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q139,bank_question,,special_needs,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q140,bank_question,,special_needs,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q141,bank_question,,special_needs,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q142,bank_question,,special_needs,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q143,bank_question,,special_needs,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q144,bank_question,,special_needs,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q145,bank_question,,special_needs,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q146,bank_question,,special_needs,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q147,bank_question,,special_needs,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q148,bank_question,,special_needs,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q149,bank_question,,customer_service,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q150,bank_question,,customer_service,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q151,bank_question,,customer_service,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q152,bank_question,,customer_service,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q153,bank_question,,customer_service,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q154,bank_question,,customer_service,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q155,bank_question,,customer_service,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q156,bank_question,,customer_service,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q157,bank_question,,customer_service,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q158,bank_question,,customer_service,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q159,bank_question,,customer_service,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q160,bank_question,,customer_service,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q161,bank_question,,customer_service,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q162,bank_question,,customer_service,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q163,bank_question,,customer_service,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q164,bank_question,,customer_service,pending,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,,,
Q165,bank_question,,customer_service,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q166,bank_question,,customer_service,pending,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,,,
Q167,bank_question,,customer_service,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q168,bank_question,,customer_service,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q169,bank_question,,customer_service,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q170,bank_question,,customer_service,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q171,bank_question,,customer_service,pending,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,,,
Q172,bank_question,,customer_service,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q173,bank_question,,customer_service,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q174,bank_question,,customer_service,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q175,bank_question,,customer_service,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q176,bank_question,,customer_service,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q177,bank_question,,customer_service,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q178,bank_question,,customer_service,pending,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,,,
Q179,bank_question,,customer_service,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q180,bank_question,,customer_service,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q181,bank_question,,customer_service,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q182,bank_question,,customer_service,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q183,bank_question,,customer_service,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q184,bank_question,,customer_service,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q185,bank_question,,customer_service,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q186,bank_question,,customer_service,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q187,bank_question,,customer_service,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q188,bank_question,,customer_service,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q189,bank_question,,customer_service,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q190,bank_question,,customer_service,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q191,bank_question,,customer_service,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q192,bank_question,,customer_service,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q193,bank_question,,customer_service,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q194,bank_question,,customer_service,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q195,bank_question,,customer_service,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q196,bank_question,,customer_service,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q197,bank_question,,customer_service,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q198,bank_question,,customer_service,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q199,bank_question,,customer_service,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q200,bank_question,,customer_service,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q201,bank_question,,customer_service,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q202,bank_question,,customer_service,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q203,bank_question,,customer_service,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q204,bank_question,,customer_service,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q205,bank_question,,customer_service,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q206,bank_question,,customer_service,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q207,bank_question,,customer_service,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q208,bank_question,,customer_service,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q209,bank_question,,customer_service,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q210,bank_question,,customer_service,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q211,bank_question,,customer_service,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q212,bank_question,,customer_service,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q213,bank_question,,customer_service,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q214,bank_question,,customer_service,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q215,bank_question,,customer_service,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q216,bank_question,,customer_service,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q217,bank_question,,customer_service,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q218,bank_question,,customer_service,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q219,bank_question,,customer_service,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q220,bank_question,,customer_service,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q221,bank_question,,customer_service,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q222,bank_question,,customer_service,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q223,bank_question,,customer_service,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q224,bank_question,,customer_service,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q225,bank_question,,customer_service,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q226,bank_question,,customer_service,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q227,bank_question,,customer_service,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q228,bank_question,,customer_service,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q229,bank_question,,customer_service,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q230,bank_question,,customer_service,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q231,bank_question,,customer_service,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q232,bank_question,,customer_service,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q233,bank_question,,customer_service,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q234,bank_question,,customer_service,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q235,bank_question,,customer_service,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q236,bank_question,,customer_service,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q237,bank_question,,customer_service,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q238,bank_question,,customer_service,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q239,bank_question,,customer_service,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q240,bank_question,,traffic_safety,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q241,bank_question,,traffic_safety,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q242,bank_question,,traffic_safety,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q243,bank_question,,traffic_safety,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q244,bank_question,,traffic_safety,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q245,bank_question,,traffic_safety,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q246,bank_question,,traffic_safety,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q247,bank_question,,traffic_safety,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q248,bank_question,,traffic_safety,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q249,bank_question,,traffic_safety,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q250,bank_question,,traffic_safety,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q251,bank_question,,traffic_safety,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q252,bank_question,,traffic_safety,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q253,bank_question,,traffic_safety,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q254,bank_question,,traffic_safety,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q255,bank_question,,traffic_safety,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q256,bank_question,,traffic_safety,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q257,bank_question,,traffic_safety,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q258,bank_question,,traffic_safety,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q259,bank_question,,traffic_safety,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q260,bank_question,,traffic_safety,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q261,bank_question,,traffic_safety,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q262,bank_question,,traffic_safety,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q263,bank_question,,traffic_safety,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q264,bank_question,,traffic_safety,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q265,bank_question,,traffic_safety,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q266,bank_question,,traffic_safety,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
Q267,bank_question,,traffic_safety,pending,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
